,FIPS,State,County,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,PCT_HSPA15,RECFAC09,RECFAC14,PCH_RECFAC_09_14,RECFACPTH09,RECFACPTH14,PCH_RECFACPTH_09_14
0,1001,AL,Autauga,11.4,13.0,31.5,34.1,25.400000000000006,4,5,25.0,0.073889351,0.090260854,22.156783103
1,1003,AL,Baldwin,9.8,10.4,26.2,27.4,25.400000000000006,18,25,38.888888889,0.100331093,0.124930663,24.518392292
2,1005,AL,Barbour,13.6,18.4,37.6,44.4,25.400000000000006,1,0,-100.0,0.0361572,0.0,-100.0
3,1007,AL,Bibb,11.1,14.8,32.3,40.3,25.400000000000006,1,1,0.0,0.0435901,0.0444326,1.932817915
4,1009,AL,Blount,11.4,14.1,31.9,34.6,25.400000000000006,3,3,0.0,0.0523186,0.051976,-0.654897001
5,1011,AL,Bullock,14.9,19.6,37.8,43.0,25.400000000000006,0,0,0.0,0.0,0.0,0.0
6,1013,AL,Butler,15.1,17.7,36.8,36.3,25.400000000000006,0,1,,0.0,0.0492708,
7,1015,AL,Calhoun,14.5,14.9,33.5,32.2,25.400000000000006,7,7,0.0,0.0591401,0.0603886,2.111011422
8,1017,AL,Chambers,16.1,16.4,35.5,39.7,25.400000000000006,2,0,-100.0,0.0581666,0.0,-100.0
9,1019,AL,Cherokee,13.6,13.3,31.5,33.6,25.400000000000006,1,1,0.0,0.0386787,0.0384069,-0.70284595
10,1021,AL,Chilton,10.2,13.3,34.8,35.9,25.400000000000006,3,2,-33.333333333,0.068990893,0.0455259,-34.011669816
11,1023,AL,Choctaw,14.7,18.1,36.5,40.8,25.400000000000006,0,0,0.0,0.0,0.0,0.0
12,1025,AL,Clarke,14.1,16.3,36.0,38.2,25.400000000000006,2,3,50.0,0.076810815,0.120264582,56.572459411
13,1027,AL,Clay,13.2,14.6,32.2,37.3,25.400000000000006,0,0,0.0,0.0,0.0,0.0
14,1029,AL,Cleburne,11.0,12.6,28.8,30.0,25.400000000000006,0,1,,0.0,0.066312997,
15,1031,AL,Coffee,12.1,15.9,32.7,33.7,25.400000000000006,5,4,-20.0,0.101132686,0.078571569,-22.308432694
16,1033,AL,Colbert,13.5,18.7,34.7,37.5,25.400000000000006,4,6,50.0,0.073494286,0.11000495,49.678235521
17,1035,AL,Conecuh,14.5,17.4,32.1,36.4,25.400000000000006,0,0,0.0,0.0,0.0,0.0
18,1037,AL,Coosa,13.2,17.3,33.2,39.7,25.400000000000006,0,0,0.0,0.0,0.0,0.0
19,1039,AL,Covington,13.1,14.7,33.8,34.0,25.400000000000006,2,3,50.0,0.0531237,0.079126444,48.947618294
20,1041,AL,Crenshaw,12.6,16.5,33.6,39.7,25.400000000000006,0,0,0.0,0.0,0.0,0.0
21,1043,AL,Cullman,11.9,14.4,30.1,33.4,25.400000000000006,4,3,-25.0,0.0497816,0.0369054,-25.865430747
22,1045,AL,Dale,13.5,14.1,34.4,36.5,25.400000000000006,2,2,0.0,0.0401171,0.0404171,0.747716434
23,1047,AL,Dallas,15.6,19.0,39.9,40.8,25.400000000000006,1,2,100.0,0.0228524,0.047949,109.819951572
24,1049,AL,DeKalb,11.2,13.4,31.7,30.4,25.400000000000006,4,3,-25.0,0.0564462,0.0422149,-25.21212974
25,1051,AL,Elmore,9.9,13.4,29.0,35.4,25.400000000000006,4,4,0.0,0.0508699,0.0493967,-2.895884016
26,1053,AL,Escambia,12.3,17.8,34.4,37.7,25.400000000000006,2,2,0.0,0.0522889,0.053004,1.367503246
27,1055,AL,Etowah,11.6,16.8,30.8,35.1,25.400000000000006,9,9,0.0,0.086340045,0.086930485,0.683853145
28,1057,AL,Fayette,12.7,15.1,32.3,33.7,25.400000000000006,0,0,0.0,0.0,0.0,0.0
29,1059,AL,Franklin,12.8,13.9,29.5,33.2,25.400000000000006,3,3,0.0,0.094969768,0.094933705,-0.037973
30,1061,AL,Geneva,12.6,13.9,32.0,34.1,25.400000000000006,0,0,0.0,0.0,0.0,0.0
31,1063,AL,Greene,18.2,21.0,43.7,46.3,25.400000000000006,0,0,0.0,0.0,0.0,0.0
32,1065,AL,Hale,15.1,16.0,40.2,40.4,25.400000000000006,0,1,,0.0,0.065858799,
33,1067,AL,Henry,13.5,18.7,33.8,35.8,25.400000000000006,1,0,-100.0,0.0579945,0.0,-100.0
34,1069,AL,Houston,12.4,13.7,33.2,32.8,25.400000000000006,6,7,16.666666667,0.0597015,0.067183016,12.531552024
35,1071,AL,Jackson,11.9,14.9,31.6,32.0,25.400000000000006,2,0,-100.0,0.0374104,0.0,-100.0
36,1073,AL,Jefferson,12.0,13.0,31.4,33.2,25.400000000000006,74,70,-5.405405405,0.112386683,0.105933326,-5.742101597
37,1075,AL,Lamar,12.7,14.9,30.8,33.6,25.400000000000006,0,0,0.0,0.0,0.0,0.0
38,1077,AL,Lauderdale,12.8,14.2,29.1,32.9,25.400000000000006,7,9,28.571428571,0.075654411,0.096674401,27.784222738
39,1079,AL,Lawrence,12.9,15.6,32.8,35.5,25.400000000000006,1,2,100.0,0.0291418,0.0597425,105.00642232
40,1081,AL,Lee,9.6,9.5,30.1,29.0,25.400000000000006,8,8,0.0,0.0577342,0.0518622,-10.170821043
41,1083,AL,Limestone,10.4,12.6,29.1,32.9,25.400000000000006,4,6,50.0,0.0491848,0.066088757,34.368356703
42,1085,AL,Lowndes,17.1,23.5,40.6,45.1,25.400000000000006,1,1,0.0,0.087062511,0.094517958,8.563327032
43,1087,AL,Macon,16.2,18.4,40.0,44.7,25.400000000000006,0,0,0.0,0.0,0.0,0.0
44,1089,AL,Madison,13.0,11.5,30.6,32.3,25.400000000000006,50,49,-2.0,0.151123147,0.139880502,-7.439393204
45,1091,AL,Marengo,15.9,20.2,37.6,40.3,25.400000000000006,2,1,-50.0,0.094473311,0.0497265,-47.364495276
46,1093,AL,Marion,11.7,18.7,28.6,35.5,25.400000000000006,1,2,100.0,0.0326307,0.066069836,102.477618843
47,1095,AL,Marshall,11.5,12.8,26.5,33.2,25.400000000000006,2,4,100.0,0.0216889,0.0422672,94.879327106
48,1097,AL,Mobile,12.2,15.6,30.3,37.1,25.400000000000006,32,30,-6.25,0.077671034,0.072267738,-6.956642971
49,1099,AL,Monroe,13.5,17.8,35.4,35.3,25.400000000000006,0,1,,0.0,0.0455643,
50,1101,AL,Montgomery,12.7,13.5,34.0,34.8,25.400000000000006,18,19,5.555555556,0.079083684,0.084000548,6.217293208
51,1103,AL,Morgan,11.0,12.6,34.8,31.6,25.400000000000006,6,9,50.0,0.0504397,0.075246432,49.181067998
52,1105,AL,Perry,17.5,21.7,40.7,43.0,25.400000000000006,0,0,0.0,0.0,0.0,0.0
53,1107,AL,Pickens,14.9,16.4,34.8,36.4,25.400000000000006,2,1,-50.0,0.10093873,0.0491039,-51.352811196
54,1109,AL,Pike,12.9,13.5,35.1,38.4,25.400000000000006,2,2,0.0,0.0614251,0.0599,-2.482853634
55,1111,AL,Randolph,12.9,14.9,31.9,30.9,25.400000000000006,1,0,-100.0,0.0437369,0.0,-100.0
56,1113,AL,Russell,13.6,12.9,36.7,36.4,25.400000000000006,4,3,-25.0,0.076684176,0.0503288,-34.368708898
57,1115,AL,St. Clair,11.4,12.8,33.7,33.0,25.400000000000006,2,2,0.0,0.0240938,0.0230688,-4.253895752
58,1117,AL,Shelby,8.0,8.7,28.4,30.1,25.400000000000006,24,27,12.5,0.124540756,0.130652537,4.907454453
59,1119,AL,Sumter,17.1,20.1,40.8,40.3,25.400000000000006,1,1,0.0,0.072748436,0.075953213,4.405286344
60,1121,AL,Talladega,13.6,15.3,34.0,39.0,25.400000000000006,3,0,-100.0,0.0362871,0.0,-100.0
61,1123,AL,Tallapoosa,14.3,13.7,33.9,36.9,25.400000000000006,3,1,-66.666666667,0.071717148,0.0242925,-66.127373578
62,1125,AL,Tuscaloosa,11.1,12.3,33.1,34.3,25.400000000000006,16,17,6.25,0.082990995,0.084070184,1.300367931
63,1127,AL,Walker,13.3,16.7,33.1,33.2,25.400000000000006,6,4,-33.333333333,0.089090828,0.0610958,-31.423072811
64,1129,AL,Washington,12.9,17.8,34.9,40.2,25.400000000000006,1,0,-100.0,0.0571657,0.0,-100.0
65,1131,AL,Wilcox,17.1,19.3,40.8,44.9,25.400000000000006,0,0,0.0,0.0,0.0,0.0
66,1133,AL,Winston,10.0,13.2,29.3,30.2,25.400000000000006,0,1,,0.0,0.0414079,
67,2013,AK,Aleutians East,5.5,7.6,28.4,33.4,20.900000000000006,0,0,0.0,0.0,0.0,0.0
68,2016,AK,Aleutians West,5.9,6.2,30.0,39.4,20.900000000000006,0,0,0.0,0.0,0.0,0.0
69,2020,AK,Anchorage,7.0,7.0,26.5,27.0,20.900000000000006,34,41,20.588235294,0.118188107,0.136208099,15.246874737
70,2050,AK,Bethel,5.5,5.8,31.9,30.3,20.900000000000006,1,0,-100.0,0.059312,0.0,-100.0
71,2060,AK,Bristol Bay,6.8,8.5,32.6,39.7,20.900000000000006,0,0,0.0,0.0,0.0,0.0
72,2068,AK,Denali,6.0,5.8,29.8,27.0,20.900000000000006,0,0,0.0,0.0,0.0,0.0
73,2070,AK,Dillingham,7.8,7.2,38.5,38.0,20.900000000000006,0,0,0.0,0.0,0.0,0.0
74,2090,AK,Fairbanks North Star,5.2,5.5,25.5,28.1,20.900000000000006,8,11,37.5,0.084000084,0.110711877,31.799722214
75,2100,AK,Haines,6.6,7.9,29.4,25.5,20.900000000000006,0,0,0.0,0.0,0.0,0.0
76,2105,AK,Hoonah-Angoon,,7.3,,31.8,20.900000000000006,0,0,0.0,0.0,0.0,0.0
77,2110,AK,Juneau,5.3,5.9,26.7,28.6,20.900000000000006,7,9,28.571428571,0.226852902,0.277726347,22.425741265
78,2122,AK,Kenai Peninsula,6.3,7.2,29.9,28.4,20.900000000000006,9,10,11.111111111,0.164245565,0.173982637,5.928361683
79,2130,AK,Ketchikan Gateway,7.2,8.9,34.0,30.8,20.900000000000006,5,3,-40.0,0.376109523,0.217596286,-42.145499383
80,2150,AK,Kodiak Island,6.2,6.6,26.2,30.2,20.900000000000006,0,0,0.0,0.0,0.0,0.0
81,2164,AK,Lake and Peninsula,7.2,7.4,34.3,31.9,20.900000000000006,0,0,0.0,0.0,0.0,0.0
82,2170,AK,Matanuska-Susitna,5.8,8.2,27.9,30.2,20.900000000000006,8,6,-25.0,0.092075732,0.0612983,-33.426217282
83,2180,AK,Nome,7.1,6.0,33.0,31.7,20.900000000000006,0,0,0.0,0.0,0.0,0.0
84,2185,AK,North Slope,7.1,6.5,37.7,36.5,20.900000000000006,1,1,0.0,0.109829764,0.103060909,-6.163042358
85,2188,AK,Northwest Arctic,6.6,6.5,31.3,32.4,20.900000000000006,0,0,0.0,0.0,0.0,0.0
86,2195,AK,Petersburg,,7.1,,30.5,20.900000000000006,0,0,0.0,0.0,0.0,0.0
87,2198,AK,Prince of Wales-Hyder,,7.3,,35.2,20.900000000000006,0,0,0.0,0.0,0.0,0.0
88,2220,AK,Sitka,6.8,6.7,30.5,28.7,20.900000000000006,2,1,-50.0,0.226142017,0.112359551,-50.314606742
89,2230,AK,Skagway,,6.4,,28.1,20.900000000000006,0,0,0.0,0.0,0.0,0.0
90,2240,AK,Southeast Fairbanks,6.3,6.9,31.4,33.1,20.900000000000006,0,0,0.0,0.0,0.0,0.0
91,2261,AK,Valdez-Cordova,6.2,7.4,32.9,30.4,20.900000000000006,2,2,0.0,0.210703751,0.21079258,0.0421585
92,2270,AK,Wade Hampton,6.4,4.6,32.5,32.6,20.900000000000006,0,0,0.0,0.0,0.0,0.0
93,2275,AK,Wrangell,,8.9,,30.6,20.900000000000006,0,0,0.0,0.0,0.0,0.0
94,2282,AK,Yakutat,7.3,7.9,29.2,31.3,20.900000000000006,0,0,0.0,0.0,0.0,0.0
95,2290,AK,Yukon-Koyukuk,6.9,8.3,32.2,28.3,20.900000000000006,0,0,0.0,0.0,0.0,0.0
96,4001,AZ,Apache,13.6,14.4,31.7,35.2,26.0,3,0,-100.0,0.0422488,0.0,-100.0
97,4003,AZ,Cochise,8.4,10.3,23.3,26.0,26.0,12,8,-33.333333333,0.092250213,0.062770699,-31.956039587
98,4005,AZ,Coconino,7.1,7.6,20.8,23.2,26.0,11,9,-18.181818182,0.082411202,0.065368022,-20.680659385
99,4007,AZ,Gila,10.9,11.2,25.8,27.5,26.0,7,1,-85.714285714,0.130692108,0.0188257,-85.595415146
100,4009,AZ,Graham,9.1,10.3,30.1,32.5,26.0,3,1,-66.666666667,0.079946702,0.0263456,-67.04604333
101,4011,AZ,Greenlee,8.2,10.7,32.8,34.7,26.0,0,0,0.0,0.0,0.0,0.0
102,4012,AZ,La Paz,12.0,14.8,28.6,32.0,26.0,0,0,0.0,0.0,0.0,0.0
103,4013,AZ,Maricopa,7.4,9.0,23.1,25.4,26.0,280,321,14.642857143,0.073611006,0.078538047,6.693348194
104,4015,AZ,Mohave,11.1,12.8,27.0,29.6,26.0,13,14,7.692307692,0.06509895,0.068843092,5.751462065
105,4017,AZ,Navajo,12.9,13.1,27.6,30.9,26.0,3,2,-33.333333333,0.0278886,0.0185012,-33.660188157
106,4019,AZ,Pima,7.8,8.8,23.5,24.2,26.0,106,117,10.377358491,0.108653314,0.116474003,7.19783796
107,4021,AZ,Pinal,8.4,12.3,29.0,31.6,26.0,9,9,0.0,0.0257268,0.0223926,-12.959857483
108,4023,AZ,Santa Cruz,6.3,8.0,21.0,23.0,26.0,1,2,100.0,0.0212716,0.0428311,101.353463968
109,4025,AZ,Yavapai,8.0,10.5,20.1,25.3,26.0,24,25,4.166666667,0.113651431,0.114236625,0.514902549
110,4027,AZ,Yuma,10.0,12.6,26.6,30.5,26.0,9,8,-11.111111111,0.0464602,0.039361,-15.280313007
111,5001,AR,Arkansas,12.6,12.9,34.8,33.8,28.599999999999994,1,1,0.0,0.052263,0.0537808,2.904162633
112,5003,AR,Ashley,11.3,14.5,35.7,42.1,28.599999999999994,0,0,0.0,0.0,0.0,0.0
113,5005,AR,Baxter,11.8,16.0,26.6,32.3,28.599999999999994,4,4,0.0,0.096244075,0.09790244,1.723082948
114,5007,AR,Benton,7.8,9.6,28.0,30.1,28.599999999999994,24,25,4.166666667,0.110793094,0.103168937,-6.881436882
115,5009,AR,Boone,10.1,12.4,28.2,33.9,28.599999999999994,0,2,,0.0,0.0537692,
116,5011,AR,Bradley,12.2,13.1,32.2,39.0,28.599999999999994,1,1,0.0,0.086670133,0.089702189,3.498385361
117,5013,AR,Calhoun,12.6,13.7,32.2,34.2,28.599999999999994,0,0,0.0,0.0,0.0,0.0
118,5015,AR,Carroll,10.9,13.0,25.5,35.8,28.599999999999994,3,1,-66.666666667,0.110464688,0.0360438,-67.370722799
119,5017,AR,Chicot,14.7,15.2,35.8,43.1,28.599999999999994,1,0,-100.0,0.084381065,0.0,-100.0
120,5019,AR,Clark,10.1,11.6,31.3,34.3,28.599999999999994,4,2,-50.0,0.173160173,0.088589653,-48.839475549
121,5021,AR,Clay,12.0,11.1,30.8,33.7,28.599999999999994,1,1,0.0,0.062282,0.066146316,6.204524408
122,5023,AR,Cleburne,11.9,13.5,28.4,31.8,28.599999999999994,1,1,0.0,0.0386548,0.0390107,0.920652259
123,5025,AR,Cleveland,11.8,13.0,31.7,35.7,28.599999999999994,0,0,0.0,0.0,0.0,0.0
124,5027,AR,Columbia,12.0,12.9,31.8,36.4,28.599999999999994,3,2,-33.333333333,0.121842255,0.083566623,-31.414086547
125,5029,AR,Conway,10.4,13.7,29.5,39.7,28.599999999999994,2,1,-50.0,0.094086654,0.0474316,-49.587345254
126,5031,AR,Craighead,10.1,13.1,31.9,36.4,28.599999999999994,5,8,60.0,0.0523659,0.078035077,49.018903997
127,5033,AR,Crawford,8.2,11.4,30.1,35.1,28.599999999999994,3,5,66.666666667,0.0487053,0.081041218,66.391126527
128,5035,AR,Crittenden,13.8,15.8,36.4,38.8,28.599999999999994,2,2,0.0,0.0392704,0.0403649,2.787196254
129,5037,AR,Cross,12.3,13.6,31.4,37.9,28.599999999999994,2,1,-50.0,0.111290412,0.0580484,-47.84059906
130,5039,AR,Dallas,13.6,14.4,34.0,36.2,28.599999999999994,0,0,0.0,0.0,0.0,0.0
131,5041,AR,Desha,13.3,15.1,35.6,39.6,28.599999999999994,1,0,-100.0,0.076289289,0.0,-100.0
132,5043,AR,Drew,10.6,13.6,31.8,34.3,28.599999999999994,1,0,-100.0,0.0540687,0.0,-100.0
133,5045,AR,Faulkner,9.3,11.2,29.4,33.2,28.599999999999994,12,5,-58.333333333,0.108290544,0.0414017,-61.767949015
134,5047,AR,Franklin,10.9,13.8,32.9,37.1,28.599999999999994,0,0,0.0,0.0,0.0,0.0
135,5049,AR,Fulton,11.4,15.6,28.8,32.9,28.599999999999994,0,1,,0.0,0.082474227,
136,5051,AR,Garland,10.2,14.5,27.1,32.3,28.599999999999994,8,5,-37.5,0.083472454,0.0513758,-38.451737531
137,5053,AR,Grant,9.4,11.1,32.4,38.3,28.599999999999994,0,1,,0.0,0.0551146,
138,5055,AR,Greene,9.6,12.9,30.7,31.2,28.599999999999994,3,4,33.333333333,0.071902787,0.09154575,27.318777559
139,5057,AR,Hempstead,13.0,13.5,33.4,40.3,28.599999999999994,2,1,-50.0,0.088436878,0.0447888,-49.355040982
140,5059,AR,Hot Spring,10.7,12.2,32.5,34.7,28.599999999999994,2,1,-50.0,0.0609812,0.0299688,-50.855610165
141,5061,AR,Howard,11.8,13.4,32.3,35.7,28.599999999999994,1,1,0.0,0.072774907,0.074074074,1.785185185
142,5063,AR,Independence,10.1,13.1,29.0,37.2,28.599999999999994,2,1,-50.0,0.0551587,0.027057,-50.946995319
143,5065,AR,Izard,9.8,15.5,27.1,33.9,28.599999999999994,1,0,-100.0,0.073104759,0.0,-100.0
144,5067,AR,Jackson,11.4,12.9,31.2,37.2,28.599999999999994,2,1,-50.0,0.111451658,0.0570321,-48.827991331
145,5069,AR,Jefferson,12.5,15.4,37.4,40.7,28.599999999999994,2,1,-50.0,0.0257205,0.0138318,-46.222526523
146,5071,AR,Johnson,9.9,12.5,30.7,36.4,28.599999999999994,2,1,-50.0,0.07882084,0.0384541,-51.213228225
147,5073,AR,Lafayette,13.5,15.3,32.2,36.3,28.599999999999994,0,0,0.0,0.0,0.0,0.0
148,5075,AR,Lawrence,11.2,13.2,32.1,31.8,28.599999999999994,0,0,0.0,0.0,0.0,0.0
149,5077,AR,Lee,12.7,13.1,35.6,35.7,28.599999999999994,0,0,0.0,0.0,0.0,0.0
150,5079,AR,Lincoln,10.4,12.3,33.8,37.5,28.599999999999994,1,1,0.0,0.070497004,0.071581961,1.539012169
151,5081,AR,Little River,11.9,12.9,33.1,32.7,28.599999999999994,0,0,0.0,0.0,0.0,0.0
152,5083,AR,Logan,9.6,13.8,28.4,37.5,28.599999999999994,1,0,-100.0,0.0445851,0.0,-100.0
153,5085,AR,Lonoke,10.9,13.1,32.4,35.8,28.599999999999994,4,2,-50.0,0.0592759,0.0279497,-52.848079154
154,5087,AR,Madison,9.8,11.8,29.1,34.0,28.599999999999994,1,0,-100.0,0.063803994,0.0,-100.0
155,5089,AR,Marion,11.8,12.2,30.2,31.7,28.599999999999994,0,0,0.0,0.0,0.0,0.0
156,5091,AR,Miller,13.8,12.3,36.1,35.9,28.599999999999994,3,2,-33.333333333,0.069309676,0.0460532,-33.554388874
157,5093,AR,Mississippi,12.6,15.9,34.7,39.8,28.599999999999994,2,2,0.0,0.0426831,0.0452131,5.927433028
158,5095,AR,Monroe,13.3,17.2,32.1,37.5,28.599999999999994,0,0,0.0,0.0,0.0,0.0
159,5097,AR,Montgomery,10.9,14.3,27.7,33.8,28.599999999999994,1,0,-100.0,0.105374078,0.0,-100.0
160,5099,AR,Nevada,13.2,13.9,31.3,36.0,28.599999999999994,0,0,0.0,0.0,0.0,0.0
161,5101,AR,Newton,12.7,12.8,31.0,34.2,28.599999999999994,0,0,0.0,0.0,0.0,0.0
162,5103,AR,Ouachita,13.4,14.8,33.5,34.8,28.599999999999994,3,3,0.0,0.115278205,0.120831319,4.817141937
163,5105,AR,Perry,10.0,12.2,28.9,37.5,28.599999999999994,0,0,0.0,0.0,0.0,0.0
164,5107,AR,Phillips,13.8,16.7,38.2,45.5,28.599999999999994,1,1,0.0,0.0455042,0.0501756,10.265930758
165,5109,AR,Pike,11.0,12.4,29.0,37.8,28.599999999999994,0,0,0.0,0.0,0.0,0.0
166,5111,AR,Poinsett,11.9,13.8,34.1,38.4,28.599999999999994,0,0,0.0,0.0,0.0,0.0
167,5113,AR,Polk,10.7,13.9,31.9,36.7,28.599999999999994,0,1,,0.0,0.0494438,
168,5115,AR,Pope,9.6,11.2,31.1,32.1,28.599999999999994,4,9,125.0,0.065250726,0.14240281,118.239426591
169,5117,AR,Prairie,11.1,14.3,30.3,36.3,28.599999999999994,0,0,0.0,0.0,0.0,0.0
170,5119,AR,Pulaski,10.0,12.0,28.3,31.7,28.599999999999994,40,43,7.5,0.105248479,0.109497787,4.037406227
171,5121,AR,Randolph,11.4,12.7,30.3,35.3,28.599999999999994,2,3,50.0,0.111333779,0.170735872,53.354959877
172,5123,AR,St. Francis,12.9,16.4,34.8,42.5,28.599999999999994,2,0,-100.0,0.070581592,0.0,-100.0
173,5125,AR,Saline,9.6,11.8,29.6,32.5,28.599999999999994,10,12,20.0,0.094910879,0.103699479,9.259844969
174,5127,AR,Scott,10.9,11.4,31.2,32.5,28.599999999999994,0,0,0.0,0.0,0.0,0.0
175,5129,AR,Searcy,12.5,13.4,30.1,35.0,28.599999999999994,0,0,0.0,0.0,0.0,0.0
176,5131,AR,Sebastian,10.1,12.9,29.8,36.9,28.599999999999994,12,14,16.666666667,0.095910995,0.110430996,15.139037883
177,5133,AR,Sevier,12.1,12.2,32.8,36.7,28.599999999999994,1,1,0.0,0.0594813,0.0573855,-3.523470676
178,5135,AR,Sharp,11.2,15.2,26.7,37.3,28.599999999999994,1,1,0.0,0.0575606,0.0591506,2.7623329
179,5137,AR,Stone,11.0,12.7,29.7,32.6,28.599999999999994,0,0,0.0,0.0,0.0,0.0
180,5139,AR,Union,11.1,13.5,29.7,39.4,28.599999999999994,2,2,0.0,0.0476826,0.0497179,4.268277525
181,5141,AR,Van Buren,11.1,12.9,29.2,35.6,28.599999999999994,1,1,0.0,0.0578269,0.0593437,2.622989734
182,5143,AR,Washington,7.8,9.1,27.4,30.6,28.599999999999994,20,25,25.0,0.100113128,0.11322874,13.100791695
183,5145,AR,White,8.8,10.1,29.0,36.3,28.599999999999994,5,10,100.0,0.065544544,0.127239414,94.126628664
184,5147,AR,Woodruff,12.2,14.7,32.3,35.8,28.599999999999994,0,1,,0.0,0.1447178,
185,5149,AR,Yell,11.7,12.9,32.9,37.1,28.599999999999994,0,0,0.0,0.0,0.0,0.0
186,6001,CA,Alameda,7.6,8.5,19.5,20.0,25.299999999999997,146,148,1.369863014,0.097428228,0.09187291,-5.701959841
187,6003,CA,Alpine,8.4,10.3,24.6,23.4,25.299999999999997,0,0,0.0,0.0,0.0,0.0
188,6005,CA,Amador,9.3,10.2,24.6,25.5,25.299999999999997,5,4,-20.0,0.130759977,0.108867236,-16.742692287
189,6007,CA,Butte,8.3,10.2,24.4,25.9,25.299999999999997,17,18,5.882352941,0.077351133,0.08027078,3.774536692
190,6009,CA,Calaveras,7.3,10.0,24.4,23.5,25.299999999999997,7,4,-42.857142857,0.152505447,0.089637863,-41.223172668
191,6011,CA,Colusa,7.6,9.6,24.6,25.4,25.299999999999997,0,1,,0.0,0.0466875,
192,6013,CA,Contra Costa,7.0,9.4,24.6,25.0,25.299999999999997,128,127,-0.78125,0.123327135,0.114276562,-7.338671245
193,6015,CA,Del Norte,8.1,8.4,28.5,25.5,25.299999999999997,1,0,-100.0,0.0349663,0.0,-100.0
194,6017,CA,El Dorado,7.1,7.5,20.3,20.6,25.299999999999997,17,20,17.647058824,0.094206312,0.109237685,15.955802433
195,6019,CA,Fresno,8.5,9.4,28.4,26.6,25.299999999999997,50,49,-2.0,0.0542607,0.050726,-6.514208457
196,6021,CA,Glenn,7.7,8.4,28.5,26.7,25.299999999999997,3,0,-100.0,0.106761566,0.0,-100.0
197,6023,CA,Humboldt,9.4,8.8,25.1,25.5,25.299999999999997,14,19,35.714285714,0.104677593,0.140940145,34.642133897
198,6025,CA,Imperial,6.7,8.3,26.7,26.3,25.299999999999997,8,12,50.0,0.0465095,0.067005042,44.067541082
199,6027,CA,Inyo,8.0,9.4,22.7,23.3,25.299999999999997,4,1,-75.0,0.215703192,0.0543183,-74.818033677
200,6029,CA,Kern,7.0,9.3,29.0,30.3,25.299999999999997,43,42,-2.325581395,0.0517987,0.0480226,-7.289996973
201,6031,CA,Kings,5.7,7.5,29.4,26.4,25.299999999999997,10,7,-30.0,0.065669368,0.0465831,-29.064144967
202,6033,CA,Lake,9.2,10.1,25.8,26.2,25.299999999999997,3,4,33.333333333,0.0465744,0.0623208,33.809048984
203,6035,CA,Lassen,6.5,7.6,28.4,23.9,25.299999999999997,6,4,-33.333333333,0.170648464,0.12598822,-26.170903021
204,6037,CA,Los Angeles,7.8,9.1,20.9,21.4,25.299999999999997,738,845,14.498644986,0.075403069,0.083525219,10.771643331
205,6039,CA,Madera,7.8,7.9,28.7,26.5,25.299999999999997,10,7,-30.0,0.067008859,0.0452934,-32.406889769
206,6041,CA,Marin,6.4,7.9,16.3,18.9,25.299999999999997,61,66,8.196721311,0.243161579,0.253116012,4.093752259
207,6043,CA,Mariposa,8.3,10.7,23.8,24.4,25.299999999999997,1,2,100.0,0.0549089,0.113109377,105.994796969
208,6045,CA,Mendocino,7.0,8.4,21.0,22.4,25.299999999999997,16,14,-12.5,0.182394382,0.159328091,-12.646382683
209,6047,CA,Merced,7.5,9.2,31.4,29.5,25.299999999999997,16,16,0.0,0.063416065,0.0600707,-5.275330107
210,6049,CA,Modoc,8.2,10.4,22.8,23.2,25.299999999999997,1,0,-100.0,0.103669915,0.0,-100.0
211,6051,CA,Mono,7.0,7.4,20.7,22.8,25.299999999999997,1,2,100.0,0.071387778,0.142887762,100.157176538
212,6053,CA,Monterey,7.8,7.6,22.7,22.3,25.299999999999997,29,24,-17.24137931,0.070686365,0.05564,-21.28602693
213,6055,CA,Napa,7.3,8.4,22.0,23.7,25.299999999999997,18,25,38.888888889,0.133057363,0.176470173,32.627138917
214,6057,CA,Nevada,6.9,7.7,21.3,21.1,25.299999999999997,21,18,-14.285714286,0.213001187,0.182014905,-14.547469054
215,6059,CA,Orange,7.0,8.0,18.8,19.7,25.299999999999997,307,356,15.960912052,0.102772618,0.113177016,10.123706096
216,6061,CA,Placer,7.1,9.0,18.9,21.7,25.299999999999997,58,53,-8.620689655,0.168697827,0.14259041,-15.475846558
217,6063,CA,Plumas,8.0,9.8,23.1,23.0,25.299999999999997,4,3,-25.0,0.198324161,0.16123831,-18.699613028
218,6065,CA,Riverside,8.1,9.0,26.2,26.0,25.299999999999997,138,152,10.144927536,0.064283967,0.065256469,1.512820777
219,6067,CA,Sacramento,8.4,8.4,26.7,27.4,25.299999999999997,135,129,-4.444444444,0.095839773,0.087043007,-9.178616899
220,6069,CA,San Benito,7.2,7.6,25.0,23.3,25.299999999999997,7,2,-71.428571429,0.128591373,0.0343247,-73.307115765
221,6071,CA,San Bernardino,7.7,9.2,28.6,27.9,25.299999999999997,117,112,-4.273504274,0.0580945,0.0530148,-8.7439177
222,6073,CA,San Diego,7.1,7.7,21.7,19.1,25.299999999999997,320,357,11.5625,0.104534067,0.10939407,4.649204989
223,6075,CA,San Francisco,7.9,7.9,16.3,16.1,25.299999999999997,107,133,24.299065421,0.133429436,0.156017404,16.928774114
